SW,MWCO,CA,ZP,Permeance,Rejection
1.274287156,150,59,-1,0.88,0.89
1.274287156,150,59,-1,0.7475,0.3
1.274287156,150,59,-1,0.7475,0.36
1.274287156,150,59,-1,0.7475,0.89
1.274287156,150,59,-1,0.7475,0.95
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.95
1.274287156,150,59,-1,0.7475,0.48
1.274287156,150,59,-1,0.88,0.71
1.274287156,150,59,-1,0.88,0.39
1.274287156,150,59,-1,0.7475,0.28
1.274287156,150,59,-1,0.88,0.18
1.274287156,150,59,-1,0.88,0.47
1.274287156,150,59,-1,0.7475,0.48
1.274287156,150,59,-1,0.7475,0.59
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.65
1.274287156,150,59,-1,0.88,0.72
1.274287156,150,59,-1,0.7475,0.32
1.274287156,150,59,-1,0.88,0.23
1.274287156,150,59,-1,0.88,0.93
1.274287156,150,59,-1,0.88,0.34
1.274287156,150,59,-1,0.7475,0.39
1.274287156,150,59,-1,0.7475,0.68
1.274287156,150,59,-1,0.88,0.99
1.274287156,150,59,-1,0.7475,0.95
1.274287156,150,59,-1,0.7475,0.44
1.274287156,150,59,-1,0.88,0.46
1.274287156,150,59,-1,0.88,0.77
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.96
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.7475,0.82
1.274287156,150,59,-1,0.88,0.95
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.28
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.51
1.274287156,150,59,-1,0.88,0.77
1.274287156,150,59,-1,0.88,0.94
1.274287156,150,59,-1,0.7475,0.96
1.274287156,150,59,-1,0.7475,0.94
1.274287156,150,59,-1,0.7475,0.69
1.274287156,150,59,-1,0.88,0.87
1.274287156,150,59,-1,0.7475,0.6
1.274287156,150,59,-1,0.88,0.89
1.274287156,150,59,-1,0.7475,0.27
1.274287156,150,59,-1,0.7475,0.75
1.274287156,150,59,-1,0.88,0.47
1.274287156,150,59,-1,0.88,0.96
1.274287156,150,59,-1,0.7475,0.75
1.274287156,150,59,-1,0.88,0.43
1.274287156,150,59,-1,0.88,0.95
1.274287156,150,59,-1,0.7475,0.3
1.274287156,150,59,-1,0.7475,0.34
1.274287156,150,59,-1,0.88,0.42
1.274287156,150,59,-1,0.88,0.83
1.274287156,150,59,-1,0.88,0.45
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.18
1.274287156,150,59,-1,0.88,0.13
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.35
1.274287156,150,59,-1,0.88,0.56
1.274287156,150,59,-1,0.88,0.98
1.274287156,150,59,-1,0.88,0.74
1.274287156,150,59,-1,0.88,0.76
1.274287156,150,59,-1,0.7475,0.35
1.274287156,150,59,-1,0.7475,0.81
1.274287156,150,59,-1,0.88,0.61
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.53
1.274287156,150,59,-1,0.7475,0.35
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.7
1.274287156,150,59,-1,0.88,0.28
1.274287156,150,59,-1,0.7475,0.6
1.274287156,150,59,-1,0.7475,0.82
1.274287156,150,59,-1,0.88,0.86
1.274287156,150,59,-1,0.88,0.21
1.274287156,150,59,-1,0.88,0.47
1.274287156,150,59,-1,0.88,0.6
1.274287156,150,59,-1,0.7475,0.95
1.274287156,150,59,-1,0.7475,0.83
1.274287156,150,59,-1,0.7475,0.83
1.274287156,150,59,-1,0.88,0.99
1.274287156,150,59,-1,0.7475,0.98
1.274287156,150,59,-1,0.7475,0.48
1.274287156,150,59,-1,0.7475,0.84
1.274287156,150,59,-1,0.7475,0.77
1.274287156,150,59,-1,0.88,0.99
1.274287156,150,59,-1,0.7475,0.4
1.274287156,150,59,-1,0.7475,0.44
1.274287156,150,59,-1,0.7475,0.26
1.274287156,150,59,-1,0.7475,0.94
1.274287156,150,59,-1,0.88,0.15
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.91
1.274287156,150,59,-1,0.7475,0.96
1.274287156,150,59,-1,0.88,0.21
1.274287156,150,59,-1,0.88,0.49
1.274287156,150,59,-1,0.88,0.35
1.274287156,150,59,-1,0.88,0.21
1.274287156,150,59,-1,0.88,0.87
1.274287156,150,59,-1,0.88,0.92
1.274287156,150,59,-1,0.7475,0.68
1.274287156,150,59,-1,0.88,0.68
1.274287156,150,59,-1,0.88,0.45
1.274287156,150,59,-1,0.88,0.18
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.74
1.274287156,150,59,-1,0.88,0.59
1.274287156,150,59,-1,0.88,0.25
1.274287156,150,59,-1,0.7475,0.8
1.274287156,150,59,-1,0.7475,0.86
1.274287156,150,59,-1,0.88,0.33
1.274287156,150,59,-1,0.7475,0.5
1.274287156,150,59,-1,0.7475,0.85
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.88,0.97
1.274287156,150,59,-1,0.7475,0.86
1.274287156,150,59,-1,0.7475,0.98
1.274287156,150,59,-1,0.7475,0.91
1.274287156,150,59,-1,0.88,0.53
1.274287156,150,59,-1,0.7475,0.72
1.274287156,150,59,-1,0.88,0.23
1.274287156,150,59,-1,0.7475,0.95
1.274287156,150,59,-1,0.7475,0.93
1.274287156,150,59,-1,0.88,0.73
1.274287156,150,59,-1,0.88,0.6
1.274287156,150,59,-1,0.7475,0.81
1.274287156,150,59,-1,0.7475,0.67
1.274287156,150,59,-1,0.7475,0.34
1.274287156,150,59,-1,0.88,0.82
1.274287156,150,59,-1,0.88,0.39
1.274287156,150,59,-1,0.88,0.79
1.274287156,150,59,-1,0.88,0.98
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.28
1.274287156,150,59,-1,0.7475,0.76
1.274287156,150,59,-1,0.88,0.48
1.274287156,150,59,-1,0.88,0.47
1.274287156,150,59,-1,0.88,0.29
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.98
1.274287156,150,59,-1,0.7475,0.86
1.274287156,150,59,-1,0.7475,0.94
1.274287156,150,59,-1,0.88,0.9
1.274287156,150,59,-1,0.88,0.98
1.274287156,150,59,-1,0.88,0.94
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.89
1.274287156,150,59,-1,0.7475,0.13
1.274287156,150,59,-1,0.88,0.9
1.274287156,150,59,-1,0.88,0.57
1.274287156,150,59,-1,0.88,0.98
1.274287156,150,59,-1,0.88,0.26
1.274287156,150,59,-1,0.88,0.72
1.274287156,150,59,-1,0.88,0.63
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.23
1.274287156,150,59,-1,0.88,0.72
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.87
1.274287156,150,59,-1,0.88,0.99
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.6
1.274287156,150,59,-1,0.88,0.31
1.274287156,150,59,-1,0.7475,0.43
1.274287156,150,59,-1,0.88,0.17
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.43
1.274287156,150,59,-1,0.7475,0.79
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.27
1.274287156,150,59,-1,0.7475,0.42
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.6
1.274287156,150,59,-1,0.88,0.81
1.274287156,150,59,-1,0.7475,0.91
1.274287156,150,59,-1,0.88,0.34
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.79
1.274287156,150,59,-1,0.7475,0.78
1.274287156,150,59,-1,0.88,0.62
1.274287156,150,59,-1,0.88,0.89
1.274287156,150,59,-1,0.88,0.22
1.274287156,150,59,-1,0.7475,0.84
1.274287156,150,59,-1,0.88,0.27
1.274287156,150,59,-1,0.7475,0.64
1.274287156,150,59,-1,0.88,0.19
1.274287156,150,59,-1,0.88,0.49
1.274287156,150,59,-1,0.88,0.42
1.274287156,150,59,-1,0.88,0.32
1.274287156,150,59,-1,0.7475,0.54
1.274287156,150,59,-1,0.88,0.89
1.274287156,150,59,-1,0.88,0.94
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.72
1.274287156,150,59,-1,0.88,0.98
1.274287156,150,59,-1,0.88,0.59
1.274287156,150,59,-1,0.7475,0.62
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.98
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.96
1.274287156,150,59,-1,0.88,0.72
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.88
1.274287156,150,59,-1,0.7475,0.78
1.274287156,150,59,-1,0.7475,0.22
1.274287156,150,59,-1,0.88,0.41
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.17
1.274287156,150,59,-1,0.7475,0.77
1.274287156,150,59,-1,0.88,0.48
1.274287156,150,59,-1,0.7475,0.46
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.98
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.93
1.274287156,150,59,-1,0.7475,0.74
1.274287156,150,59,-1,0.88,0.13
1.274287156,150,59,-1,0.88,0.96
1.274287156,150,59,-1,0.7475,0.61
1.274287156,150,59,-1,0.7475,0.93
1.274287156,150,59,-1,0.88,0.41
1.274287156,150,59,-1,0.88,0.95
1.274287156,150,59,-1,0.88,0.92
1.274287156,150,59,-1,0.88,0.16
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.41
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.5
1.274287156,150,59,-1,0.88,0.58
1.274287156,150,59,-1,0.7475,0.43
1.274287156,150,59,-1,0.7475,0.58
1.274287156,150,59,-1,0.7475,0.74
1.274287156,150,59,-1,0.88,0.46
1.274287156,150,59,-1,0.7475,0.56
1.274287156,150,59,-1,0.88,0.97
1.274287156,150,59,-1,0.88,0.56
1.274287156,150,59,-1,0.88,0.4
1.274287156,150,59,-1,0.7475,0.83
1.274287156,150,59,-1,0.88,0.38
1.274287156,150,59,-1,0.7475,0.92
1.274287156,150,59,-1,0.88,0.93
1.274287156,150,59,-1,0.88,0.51
1.274287156,150,59,-1,0.7475,0.64
1.274287156,150,59,-1,0.7475,0.98
1.274287156,150,59,-1,0.88,0.58
1.274287156,150,59,-1,0.88,0.95
1.274287156,150,59,-1,0.7475,0.51
1.274287156,150,59,-1,0.7475,0.66
1.274287156,150,59,-1,0.7475,0.94
1.274287156,150,59,-1,0.88,0.65
1.274287156,150,59,-1,0.88,0.66
1.274287156,150,59,-1,0.88,0.85
1.274287156,150,59,-1,0.7475,0.75
1.274287156,150,59,-1,0.7475,0.85
1.274287156,150,59,-1,0.88,0.74
1.274287156,150,59,-1,0.88,0.42
1.274287156,150,59,-1,0.7475,0.88
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.96
1.274287156,150,59,-1,0.7475,0.21
1.274287156,150,59,-1,0.7475,0.54
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.88,0.44
1.274287156,150,59,-1,0.88,0.63
1.274287156,150,59,-1,0.7475,0.46
1.274287156,150,59,-1,0.88,0.44
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.6
1.274287156,150,59,-1,0.7475,0.97
1.274287156,150,59,-1,0.88,0.86
1.274287156,150,59,-1,0.88,0.23
1.274287156,150,59,-1,0.88,0.44
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.88,0.98
1.274287156,150,59,-1,0.7475,0.86
1.274287156,150,59,-1,0.7475,0.03
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.72
1.274287156,150,59,-1,0.7475,0.37
1.274287156,150,59,-1,0.7475,0.66
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.77
1.274287156,150,59,-1,0.7475,0.35
1.274287156,150,59,-1,0.88,0.81
1.274287156,150,59,-1,0.88,0.77
1.274287156,150,59,-1,0.7475,0.82
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.62
1.274287156,150,59,-1,0.88,0.48
1.274287156,150,59,-1,0.7475,0.52
1.274287156,150,59,-1,0.88,0.82
1.274287156,150,59,-1,0.88,0.82
1.274287156,150,59,-1,0.88,0.99
1.274287156,150,59,-1,0.88,0.68
1.274287156,150,59,-1,0.7475,0.7
1.274287156,150,59,-1,0.7475,0.5
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.79
1.274287156,150,59,-1,0.88,0.3
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.51
1.274287156,150,59,-1,0.7475,0.82
1.274287156,150,59,-1,0.7475,0.94
1.274287156,150,59,-1,0.7475,0.59
1.274287156,150,59,-1,0.88,0.99
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.96
1.274287156,150,59,-1,0.7475,0.24
1.274287156,150,59,-1,0.88,0.76
1.274287156,150,59,-1,0.7475,0.27
1.274287156,150,59,-1,0.88,0.54
1.274287156,150,59,-1,0.7475,0.87
1.274287156,150,59,-1,0.7475,0.58
1.274287156,150,59,-1,0.88,0.97
1.274287156,150,59,-1,0.7475,0.96
1.274287156,150,59,-1,0.88,0.35
1.274287156,150,59,-1,0.7475,0.21
1.274287156,150,59,-1,0.88,0.86
1.274287156,150,59,-1,0.7475,0.91
1.274287156,150,59,-1,0.7475,0.94
1.274287156,150,59,-1,0.88,0.85
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.88,0.47
1.274287156,150,59,-1,0.88,0.27
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.7
1.274287156,150,59,-1,0.7475,0.6
1.274287156,150,59,-1,0.88,0.93
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.82
1.274287156,150,59,-1,0.88,0.56
1.274287156,150,59,-1,0.7475,0.87
1.274287156,150,59,-1,0.7475,0.93
1.274287156,150,59,-1,0.7475,0.62
1.274287156,150,59,-1,0.88,0.17
1.274287156,150,59,-1,0.7475,0.3
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.71
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.17
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.61
1.274287156,150,59,-1,0.88,0.98
1.274287156,150,59,-1,0.88,0.93
1.274287156,150,59,-1,0.88,0.82
1.274287156,150,59,-1,0.7475,0.49
1.274287156,150,59,-1,0.88,0.57
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.44
1.274287156,150,59,-1,0.7475,0.58
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.29
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.88,0.34
1.274287156,150,59,-1,0.7475,0.88
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.65
1.274287156,150,59,-1,0.7475,0.44
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.74
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.73
1.274287156,150,59,-1,0.7475,0.64
1.274287156,150,59,-1,0.88,0.79
1.274287156,150,59,-1,0.88,0.97
1.274287156,150,59,-1,0.88,0.47
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.26
1.274287156,150,59,-1,0.7475,0.21
1.274287156,150,59,-1,0.7475,0.77
1.274287156,150,59,-1,0.88,0.4
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.52
1.274287156,150,59,-1,0.7475,0.36
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.84
1.274287156,150,59,-1,0.7475,0.24
1.274287156,150,59,-1,0.88,0.68
1.274287156,150,59,-1,0.7475,0.35
1.274287156,150,59,-1,0.88,0.95
1.274287156,150,59,-1,0.88,0.32
1.274287156,150,59,-1,0.88,0.98
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.42
1.274287156,150,59,-1,0.88,0.33
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.51
1.274287156,150,59,-1,0.88,0.26
1.274287156,150,59,-1,0.88,0.99
1.274287156,150,59,-1,0.88,0.93
1.274287156,150,59,-1,0.7475,0.19
1.274287156,150,59,-1,0.7475,0.45
1.274287156,150,59,-1,0.7475,0.58
1.274287156,150,59,-1,0.7475,0.54
1.274287156,150,59,-1,0.7475,0.02
1.274287156,150,59,-1,0.88,0.44
1.274287156,150,59,-1,0.7475,0.79
1.274287156,150,59,-1,0.7475,0.26
1.274287156,150,59,-1,0.88,0.48
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.63
1.274287156,150,59,-1,0.88,0.99
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,-0.05
1.274287156,150,59,-1,0.88,0.31
1.274287156,150,59,-1,0.7475,0.31
1.274287156,150,59,-1,0.88,0.76
1.274287156,150,59,-1,0.7475,0.77
1.274287156,150,59,-1,0.88,0.35
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.78
1.274287156,150,59,-1,0.7475,0.89
1.274287156,150,59,-1,0.88,0.57
1.274287156,150,59,-1,0.7475,0.51
1.274287156,150,59,-1,0.7475,0.58
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.41
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.98
1.274287156,150,59,-1,0.7475,0.72
1.274287156,150,59,-1,0.7475,0.2
1.274287156,150,59,-1,0.7475,0.45
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.48
1.274287156,150,59,-1,0.7475,0.5
1.274287156,150,59,-1,0.7475,0.55
1.274287156,150,59,-1,0.7475,0.73
1.274287156,150,59,-1,0.7475,0.64
1.274287156,150,59,-1,0.7475,0.57
1.274287156,150,59,-1,0.88,0.82
1.274287156,150,59,-1,0.88,0.77
1.274287156,150,59,-1,0.88,0.58
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.36
1.274287156,150,59,-1,0.88,0.94
1.274287156,150,59,-1,0.7475,0.28
1.274287156,150,59,-1,0.88,0.99
1.274287156,150,59,-1,0.88,0.99
1.274287156,150,59,-1,0.88,0.36
1.274287156,150,59,-1,0.7475,0.15
1.274287156,150,59,-1,0.88,0.64
1.274287156,150,59,-1,0.88,0.3
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.51
1.274287156,150,59,-1,0.7475,0.74
1.274287156,150,59,-1,0.7475,0.54
1.274287156,150,59,-1,0.7475,0.29
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.88,0.3
1.274287156,150,59,-1,0.88,0.88
1.274287156,150,59,-1,0.7475,0.63
1.274287156,150,59,-1,0.7475,0.76
1.274287156,150,59,-1,0.88,0.96
1.274287156,150,59,-1,0.88,0.91
1.274287156,150,59,-1,0.7475,0.73
1.274287156,150,59,-1,0.7475,0.91
1.274287156,150,59,-1,0.88,0.91
1.274287156,150,59,-1,0.88,0.52
1.274287156,150,59,-1,0.7475,0.97
1.274287156,150,59,-1,0.88,0.48
1.274287156,150,59,-1,0.7475,0.59
1.274287156,150,59,-1,0.7475,0.97
1.274287156,150,59,-1,0.7475,0.95
1.274287156,150,59,-1,0.88,0.48
1.274287156,150,59,-1,0.7475,0.39
1.274287156,150,59,-1,0.88,0.61
1.274287156,150,59,-1,0.88,0.36
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.62
1.274287156,150,59,-1,0.7475,0.6
1.274287156,150,59,-1,0.7475,0.97
1.274287156,150,59,-1,0.88,0.83
1.274287156,150,59,-1,0.7475,0.56
1.274287156,150,59,-1,0.88,0.52
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.63
1.274287156,150,59,-1,0.88,0.36
1.274287156,150,59,-1,0.7475,0.78
1.274287156,150,59,-1,0.88,0.98
1.274287156,150,59,-1,0.88,0.52
1.274287156,150,59,-1,0.88,0.39
1.274287156,150,59,-1,0.88,0.79
1.274287156,150,59,-1,0.7475,0.93
1.274287156,150,59,-1,0.7475,0.65
1.274287156,150,59,-1,0.88,0.91
1.274287156,150,59,-1,0.7475,0.9
1.274287156,150,59,-1,0.7475,0.76
1.274287156,150,59,-1,0.88,0.78
1.274287156,150,59,-1,0.88,0.23
1.274287156,150,59,-1,0.88,0.89
1.274287156,150,59,-1,0.88,0.72
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.88,0.21
1.274287156,150,59,-1,0.7475,0.41
1.274287156,150,59,-1,0.88,0.42
1.274287156,150,59,-1,0.88,0.8
1.274287156,150,59,-1,0.7475,0.58
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.77
1.274287156,150,59,-1,0.88,0.58
1.274287156,150,59,-1,0.88,0.01
1.274287156,150,59,-1,0.7475,0.47
1.274287156,150,59,-1,0.88,0.46
1.274287156,150,59,-1,0.7475,0.61
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.88,0.51
1.274287156,150,59,-1,0.88,0.37
1.274287156,150,59,-1,0.7475,0.71
1.274287156,150,59,-1,0.7475,0.85
1.274287156,150,59,-1,0.7475,0.35
1.274287156,150,59,-1,0.7475,0.98
1.274287156,150,59,-1,0.88,0.97
1.274287156,150,59,-1,0.88,0.93
1.274287156,150,59,-1,0.7475,0.67
1.274287156,150,59,-1,0.88,0.48
1.274287156,150,59,-1,0.7475,0.59
1.274287156,150,59,-1,0.7475,0.68
1.274287156,150,59,-1,0.7475,0.58
1.274287156,150,59,-1,0.7475,0.93
1.274287156,150,59,-1,0.88,0.04
1.274287156,150,59,-1,0.88,0.46
1.274287156,150,59,-1,0.88,0.48
1.274287156,150,59,-1,0.7475,0.31
1.274287156,150,59,-1,0.88,0.16
1.274287156,150,59,-1,0.7475,0.84
1.274287156,150,59,-1,0.7475,0.85
1.274287156,150,59,-1,0.88,0.23
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.84
1.274287156,150,59,-1,0.7475,0.61
1.274287156,150,59,-1,0.7475,0.41
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.54
1.274287156,150,59,-1,0.88,0.97
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.7475,0.21
1.274287156,150,59,-1,0.7475,0.97
1.274287156,150,59,-1,0.7475,0.57
1.274287156,150,59,-1,0.88,0.5
1.274287156,150,59,-1,0.7475,0.28
1.274287156,150,59,-1,0.88,0.62
1.274287156,150,59,-1,0.88,0.73
1.274287156,150,59,-1,0.7475,0.43
1.274287156,150,59,-1,0.7475,0.98
1.274287156,150,59,-1,0.88,0.48
1.274287156,150,59,-1,0.7475,0.49
1.274287156,150,59,-1,0.7475,0.61
1.274287156,150,59,-1,0.7475,0.32
1.274287156,150,59,-1,0.7475,0.83
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.46
1.274287156,150,59,-1,0.7475,0.99
1.274287156,150,59,-1,0.7475,0.94
1.274287156,150,59,-1,0.88,0.18
1.274287156,150,59,-1,0.7475,0.93
1.274287156,150,59,-1,0.88,0.73
1.274287156,150,59,-1,0.7475,0.95
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.4
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.54
1.274287156,150,59,-1,0.7475,0.43
1.274287156,150,59,-1,0.7475,0.74
1.274287156,150,59,-1,0.88,0.88
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.87
1.274287156,150,59,-1,0.88,-0.08
1.274287156,150,59,-1,0.88,0.17
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.98
1.274287156,150,59,-1,0.7475,0.29
1.274287156,150,59,-1,0.7475,0.26
1.274287156,150,59,-1,0.7475,0.58
1.274287156,150,59,-1,0.88,0.99
1.274287156,150,59,-1,0.88,1
1.274287156,150,59,-1,0.7475,0.62
1.274287156,150,59,-1,0.88,0.53
1.274287156,150,59,-1,0.88,0.94
1.274287156,150,59,-1,0.88,0.81
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.7475,0.9
1.274287156,150,59,-1,0.7475,0.75
1.274287156,150,59,-1,0.88,0.64
1.274287156,150,59,-1,0.7475,0.95
1.274287156,150,59,-1,0.88,0.08
1.274287156,150,59,-1,0.88,0.56
1.274287156,150,59,-1,0.7475,0.44
1.274287156,150,59,-1,0.7475,1
1.274287156,150,59,-1,0.88,0.84
1.274287156,150,59,-1,0.7475,0.74
1.274287156,150,59,-1,0.88,0.18
1.274287156,150,59,-1,0.7475,0.45
1.274287156,150,59,-1,0.7475,0.92
1.19,300,59,-37.5,0.225,-0.033364613
1.287140341,300,59,-37.5,1.23,1
1.287140341,300,59,-37.5,1.54,1
1.287140341,300,59,-37.5,1.54,0.85
1.287140341,300,59,-37.5,1.23,0.75
1.287140341,300,59,-37.5,1.54,0.48
1.287140341,300,59,-37.5,1.23,1
1.345441067,300,59,-37.5,0.26,0.130650687
1.19,300,59,-37.5,0.225,-0.085634956
1.287140341,300,59,-37.5,1.23,0.98
1.287140341,300,59,-37.5,1.23,0.91
1.287140341,300,59,-37.5,1.54,0.79
1.287140341,300,59,-37.5,1.23,1
1.287140341,300,59,-37.5,1.23,0.98
1.287140341,300,59,-37.5,1.23,0.69
1.287140341,300,59,-37.5,1.54,0.56
1.287140341,300,59,-37.5,1.23,0.04
1.287140341,300,59,-37.5,1.23,0.87
1.287140341,300,59,-37.5,1.54,0.07
1.19,300,59,-37.5,0.225,-0.000431727
1.287140341,300,59,-37.5,1.54,0.67
1.287140341,300,59,-37.5,1.54,0.97
1.287140341,300,59,-37.5,1.54,0.96
1.287140341,300,59,-37.5,1.54,0.98
1.287140341,300,59,-37.5,1.54,0.49
1.287140341,300,59,-37.5,1.23,0.34
1.287140341,300,59,-37.5,1.23,0.83
1.287140341,300,59,-37.5,1.54,0.920375375
1.287140341,300,59,-37.5,1.54,0.29
1.287140341,300,59,-37.5,1.23,0.94
1.287140341,300,59,-37.5,1.54,0.98
1.287140341,300,59,-37.5,1.54,1
1.287140341,300,59,-37.5,1.54,0.32
1.287140341,300,59,-37.5,1.54,0.76724289
1.287140341,300,59,-37.5,1.23,0.99
1.287140341,300,59,-37.5,1.23,0.97
1.287140341,300,59,-37.5,1.54,0.73172744
1.287140341,300,59,-37.5,1.54,0.35
1.287140341,300,59,-37.5,1.54,0.69
1.287140341,300,59,-37.5,1.54,0.12
1.287140341,300,59,-37.5,1.23,0.48
1.287140341,300,59,-37.5,1.23,0.95
