Actual,Predicted
[0.4000000059604645],[0.710311770439148]
[0.9800000190734863],[0.6193937063217163]
[0.9348117113113403],[0.2290370762348175]
[0.550000011920929],[0.6193937063217163]
[0.7599999904632568],[0.6193937063217163]
[0.38981419801712036],[0.1653553545475006]
[0.47999998927116394],[0.7125584483146667]
[0.8799999952316284],[0.710311770439148]
[1.0],[0.4108004868030548]
[0.8866502046585083],[0.5857352614402771]
[0.5699999928474426],[0.6193937063217163]
[0.4099999964237213],[0.710311770439148]
[0.8399999737739563],[0.6193937063217163]
[0.03138216212391853],[0.21599751710891724]
[1.0],[0.710311770439148]
[0.23000000417232513],[0.7125584483146667]
[1.0],[0.710311770439148]
[0.9265643954277039],[0.19910311698913574]
[0.289898544549942],[0.5828931927680969]
[1.0],[0.7125584483146667]
[-0.03928288072347641],[0.4148373603820801]
[0.8500000238418579],[0.710311770439148]
[0.46000000834465027],[0.7125584483146667]
[0.5441311001777649],[0.5818983316421509]
[0.4099999964237213],[0.710311770439148]
[0.04547952860593796],[0.24314406514167786]
[0.871609091758728],[0.4591331481933594]
[0.18000000715255737],[0.710311770439148]
[0.42908400297164917],[0.24314406514167786]
[0.0016143870307132602],[0.3822733759880066]
[0.04742899164557457],[0.44603145122528076]
[0.25999999046325684],[0.710311770439148]
[-0.10499579459428787],[0.24314406514167786]
[0.5099999904632568],[0.7125584483146667]
[0.9200000166893005],[0.6193937063217163]
[0.2199999988079071],[0.7125584483146667]
[0.7599999904632568],[0.7125584483146667]
[0.3400000035762787],[0.7125584483146667]
[0.440715491771698],[0.19910311698913574]
[0.9599999785423279],[0.710311770439148]
[0.9619430303573608],[0.6538420915603638]
[0.3238554894924164],[0.5857352614402771]
[0.18837761878967285],[0.1990673840045929]
[1.0],[0.710311770439148]
[1.0],[0.7125584483146667]
[0.01285784225910902],[0.5818983316421509]
[0.556974470615387],[0.6193937063217163]
[0.014790108427405357],[0.21599751710891724]
[0.5],[0.6193937063217163]
[0.9900000095367432],[0.710311770439148]
[-0.06263513118028641],[-0.06324612349271774]
[0.06966236233711243],[0.19934093952178955]
[0.9100000262260437],[0.7125584483146667]
[0.75],[0.7125584483146667]
[0.2473469227552414],[0.19927826523780823]
[0.10999999940395355],[0.710311770439148]
[0.5993639826774597],[0.19827991724014282]
[0.5139302611351013],[0.5857352614402771]
[0.006630497053265572],[0.19927483797073364]
[1.0],[0.7125584483146667]
[0.7900000214576721],[0.7125584483146667]
[0.7518044710159302],[0.4591331481933594]
[0.9206273555755615],[0.5599658489227295]
[0.4918016195297241],[0.4591331481933594]
[0.2941824793815613],[0.5828931927680969]
[0.550000011920929],[0.6193937063217163]
[0.5539547801017761],[0.6193937063217163]
[0.7599999904632568],[0.6193937063217163]
[0.5],[0.7125584483146667]
[1.0],[0.7125584483146667]
[0.8999999761581421],[0.6193937063217163]
[0.20999999344348907],[0.6193937063217163]
[0.9800000190734863],[0.6193937063217163]
[-0.13468711078166962],[0.4148373603820801]
[0.02506174147129059],[0.37562161684036255]
[1.0],[0.6193937063217163]
[-0.03483881056308746],[0.20496749877929688]
[0.9100000262260437],[0.7125584483146667]
[0.38999998569488525],[0.6193937063217163]
[0.9399999976158142],[0.6193937063217163]
[0.14460110664367676],[0.24314406514167786]
[-0.07368338853120804],[0.24314406514167786]
[0.7207570672035217],[0.5599658489227295]
[0.16882361471652985],[0.5807932019233704]
[0.9407481551170349],[0.4591331481933594]
[0.7200000286102295],[0.7125584483146667]
[0.9800000190734863],[0.6193937063217163]
[0.7200000286102295],[0.710311770439148]
[0.2135305255651474],[0.24078238010406494]
[0.9251219630241394],[0.5818983316421509]
[0.5564256906509399],[0.44603145122528076]
[0.9300000071525574],[0.6193937063217163]
[0.16218912601470947],[0.19934093952178955]
[0.9399999976158142],[0.6193937063217163]
[0.2199999988079071],[0.710311770439148]
[0.3953838348388672],[0.1653553545475006]
[0.004937647841870785],[0.44603145122528076]
[1.0],[0.6193937063217163]
[0.6167648434638977],[0.253811776638031]
[-0.12214720994234085],[0.24314406514167786]
[0.7034899592399597],[0.5599658489227295]
[0.3163207769393921],[0.19927483797073364]
[0.0968823954463005],[0.3822733759880066]
[0.9915027618408203],[0.6538420915603638]
[0.7099999785423279],[0.6193937063217163]
[0.23355057835578918],[0.3822733759880066]
[0.3727630078792572],[0.24314406514167786]
[1.0],[0.7125584483146667]
[0.9121829271316528],[0.5814944505691528]
[0.012803801335394382],[0.20496749877929688]
[0.23000000417232513],[0.6193937063217163]
[0.9495871067047119],[0.4591331481933594]
[0.09122966974973679],[0.21599751710891724]
[0.9399999976158142],[0.6193937063217163]
[0.868522047996521],[0.5828931927680969]
[0.20139338076114655],[0.44603145122528076]
[-0.17045903205871582],[0.19934093952178955]
[0.4081732928752899],[0.5857352614402771]
[-0.022766923531889915],[0.22626405954360962]
[0.9399999976158142],[0.7125584483146667]
[0.9384465217590332],[0.5599658489227295]
[0.38999998569488525],[0.6193937063217163]
[0.9900000095367432],[0.6193937063217163]
[0.49681293964385986],[0.19934093952178955]
[0.5299999713897705],[0.710311770439148]
[0.5947495102882385],[0.6538420915603638]
[0.8101493716239929],[0.5818983316421509]
[0.20936889946460724],[0.37562161684036255]
[0.6064866185188293],[0.5828317403793335]
[0.9200000166893005],[0.7125584483146667]
[-0.0825631245970726],[0.22600746154785156]
[0.49000000953674316],[0.6193937063217163]
[0.7699999809265137],[0.6193937063217163]
[0.5062931776046753],[0.6538420915603638]
[0.48332419991493225],[0.19927826523780823]
[0.8199999928474426],[0.710311770439148]
[1.0],[0.710311770439148]
[-0.08563495427370071],[-0.06324612349271774]
[0.5767208933830261],[0.4591331481933594]
[0.48387494683265686],[0.5814944505691528]
[1.0],[0.710311770439148]
[0.9800000190734863],[0.7125584483146667]
[0.18000000715255737],[0.710311770439148]
[1.0],[0.7125584483146667]
[1.0],[0.4108004868030548]
[0.6233415603637695],[0.6255704164505005]
[0.9599999785423279],[0.6193937063217163]
[0.8299999833106995],[0.7125584483146667]
[0.7799999713897705],[0.710311770439148]
[0.8500000238418579],[0.6193937063217163]
[0.6899999976158142],[0.6193937063217163]
[0.20159561932086945],[0.2290370762348175]
[0.9700000286102295],[0.6193937063217163]
[0.20000000298023224],[0.6193937063217163]
[0.3932425379753113],[0.5599658489227295]
[0.989909291267395],[0.6538420915603638]
[0.46000000834465027],[0.710311770439148]
[0.8600000143051147],[0.7125584483146667]
[0.8899999856948853],[0.6193937063217163]
[0.18385480344295502],[0.1653553545475006]
[0.4699999988079071],[0.7125584483146667]
[0.75],[0.6193937063217163]
[0.9980447888374329],[0.4591331481933594]
[0.3400000035762787],[0.710311770439148]
[-0.2800658941268921],[0.19927826523780823]
[-0.10523998737335205],[-0.06324612349271774]
[1.0],[0.710311770439148]
[0.9800000190734863],[0.710311770439148]
[0.3799999952316284],[0.710311770439148]
[0.7799999713897705],[0.710311770439148]
[0.25869885087013245],[0.19827991724014282]
[0.9900000095367432],[0.7125584483146667]
[-0.18535223603248596],[0.44603145122528076]
[0.05388934910297394],[0.23377618193626404]
[0.23804694414138794],[0.19827991724014282]
[0.8999999761581421],[0.7125584483146667]
[0.9900000095367432],[0.710311770439148]
[0.008264020085334778],[0.21599751710891724]
[0.25],[0.6193937063217163]
[0.8774223923683167],[0.6255704164505005]
[0.5062559247016907],[0.6538420915603638]
[0.1471470594406128],[0.22174769639968872]
[0.0024784249253571033],[0.1990673840045929]
[0.991570770740509],[0.6538420915603638]
[0.9800000190734863],[0.7125584483146667]
[0.3799999952316284],[0.6193937063217163]
[0.8399999737739563],[0.6193937063217163]
[0.11687188595533371],[0.5818983316421509]
[0.4000000059604645],[0.7125584483146667]
[-0.09920424222946167],[0.22600746154785156]
[0.5299999713897705],[0.7125584483146667]
[0.11999999731779099],[0.710311770439148]
[0.5299999713897705],[0.6193937063217163]
[0.12087205797433853],[0.6538420915603638]
[-0.0310446098446846],[0.24136561155319214]
[1.0],[0.7125584483146667]
[1.0],[0.7125584483146667]
[0.5299999713897705],[0.710311770439148]
[0.4114261567592621],[0.5828931927680969]
[0.6689565777778625],[0.6538420915603638]
[0.11576448380947113],[0.5857352614402771]
[0.6800000071525574],[0.710311770439148]
[0.9100000262260437],[0.6193937063217163]
[0.26716506481170654],[0.5828931927680969]
[1.0],[0.7125584483146667]
[0.9900000095367432],[0.710311770439148]
[0.9353676438331604],[0.23377618193626404]
[0.92786705493927],[0.6255704164505005]
[0.7108750939369202],[0.2290370762348175]
[0.958794355392456],[0.5814944505691528]
[0.17349277436733246],[0.19827991724014282]
[0.4224233627319336],[0.1653553545475006]
[0.6399999856948853],[0.6193937063217163]
[0.8700000047683716],[0.7125584483146667]
[0.9800000190734863],[0.710311770439148]
[0.1599999964237213],[0.710311770439148]
[0.6742293834686279],[0.24314406514167786]
[0.9702833890914917],[0.4591331481933594]
[0.9300000071525574],[0.710311770439148]
[0.41747650504112244],[0.6538420915603638]
[0.5299999713897705],[0.710311770439148]
[0.5341636538505554],[0.4591331481933594]
[0.9800000190734863],[0.6193937063217163]
[0.7099999785423279],[0.710311770439148]
[0.24278613924980164],[0.22626405954360962]
[1.0],[0.7125584483146667]
[0.6110455393791199],[0.5828931927680969]
[0.9861669540405273],[0.6255704164505005]
[0.02424866519868374],[0.19910311698913574]
[0.7200000286102295],[0.6193937063217163]
[0.4018678069114685],[0.24136561155319214]
[0.18064574897289276],[0.3822733759880066]
[0.1858460158109665],[0.1990673840045929]
[0.6299999952316284],[0.710311770439148]
[0.9399999976158142],[0.6193937063217163]
[0.0744357481598854],[0.19927826523780823]
[0.949999988079071],[0.7125584483146667]
[0.01768498681485653],[0.37562161684036255]
[0.9200000166893005],[0.710311770439148]
[0.9687787890434265],[0.6255704164505005]
[0.6000000238418579],[0.6193937063217163]
[0.1370365470647812],[0.4148373603820801]
[0.4653829038143158],[0.6193937063217163]
[0.2688566744327545],[0.3822733759880066]
[0.47999998927116394],[0.7125584483146667]
[0.27043384313583374],[0.3822733759880066]
[0.7200000286102295],[0.7125584483146667]
[0.7300000190734863],[0.6193937063217163]
[-0.17314016819000244],[0.5807932019233704]
[0.4399999976158142],[0.710311770439148]
[0.06304078549146652],[0.20496749877929688]
[1.0],[0.4108004868030548]
[-0.05366494879126549],[0.19927483797073364]
[1.0],[0.6193937063217163]
[0.12999999523162842],[0.710311770439148]
[0.9100000262260437],[0.7125584483146667]
[0.15257678925991058],[0.19927826523780823]
[0.9399999976158142],[0.710311770439148]
[0.6299999952316284],[0.6193937063217163]
[0.8700000047683716],[0.710311770439148]
[-0.11785583943128586],[0.07899376004934311]
[0.8609655499458313],[0.253811776638031]
[0.8999999761581421],[0.6193937063217163]
[0.05400652438402176],[0.21599751710891724]
[0.4399999976158142],[0.7125584483146667]
[0.14070729911327362],[0.1653553545475006]
[1.0],[0.710311770439148]
[0.75],[0.710311770439148]
[-0.04802902042865753],[0.23377618193626404]
[0.6323752999305725],[0.19827991724014282]
[0.1263481229543686],[0.34963589906692505]
[0.699999988079071],[0.7125584483146667]
[0.47999998927116394],[0.710311770439148]
[0.10971873998641968],[0.24314406514167786]
[0.1823744922876358],[0.19910311698913574]
[0.6343754529953003],[0.4591331481933594]
[-0.04980483278632164],[0.3822733759880066]
[0.25664201378822327],[0.3822733759880066]
[0.27000001072883606],[0.6193937063217163]
[0.3700000047683716],[0.710311770439148]
[0.9257438778877258],[0.3822733759880066]
[1.0],[0.7125584483146667]
[0.4410773515701294],[0.24314406514167786]
[0.3199999928474426],[0.710311770439148]
[0.4433308243751526],[0.22600746154785156]
[0.554595410823822],[0.6255704164505005]
[0.6708353161811829],[0.4591331481933594]
[-0.011123833246529102],[0.24078238010406494]
[0.5099999904632568],[0.7125584483146667]
[-0.10765552520751953],[0.22600746154785156]
[0.6000000238418579],[0.6193937063217163]
[0.6100000143051147],[0.6193937063217163]
[0.9931200742721558],[0.6255704164505005]
[1.0],[0.7125584483146667]
[0.8700000047683716],[0.710311770439148]
[0.21392114460468292],[0.22626405954360962]
[0.1991611123085022],[0.4148373603820801]
[0.17000000178813934],[0.7125584483146667]
[0.20885944366455078],[0.6538420915603638]
[0.9062163233757019],[0.24314406514167786]
[1.0],[0.710311770439148]
[0.8403614163398743],[0.5857352614402771]
[0.8199999928474426],[0.6193937063217163]
[0.5331485867500305],[0.4591331481933594]
[0.994648277759552],[0.5814944505691528]
[0.6663779616355896],[0.5599658489227295]
[1.0],[0.7125584483146667]
[0.566084623336792],[0.6538420915603638]
[0.4108354449272156],[0.5599658489227295]
[1.0],[0.710311770439148]
[0.4981212019920349],[0.23377618193626404]
[0.6100000143051147],[0.7125584483146667]
[1.0],[0.710311770439148]
[-0.0034922331105917692],[0.22626405954360962]
[-0.23999999463558197],[0.710311770439148]
[0.8370000123977661],[0.6255704164505005]
[0.9655179977416992],[0.5828317403793335]
[0.008214614354074001],[0.3822733759880066]
[0.25361230969429016],[0.24136561155319214]
[0.1899999976158142],[0.710311770439148]
[0.6700000166893005],[0.7125584483146667]
[0.3499999940395355],[0.710311770439148]
[0.0035140470135957003],[0.44603145122528076]
[0.3199999928474426],[0.6193937063217163]
[0.1095866709947586],[0.19927483797073364]
[0.137656107544899],[0.22600746154785156]
[0.34731265902519226],[0.5857352614402771]
[0.949999988079071],[0.6193937063217163]
[0.24871352314949036],[0.5356864929199219]
[1.0],[0.4108004868030548]
[0.9900000095367432],[0.710311770439148]
[-0.05708415433764458],[0.24078238010406494]
[1.0],[0.7125584483146667]
[0.9300000071525574],[0.710311770439148]
[0.8999999761581421],[0.710311770439148]
[-0.05837763845920563],[0.330666720867157]
[0.8799999952316284],[0.7125584483146667]
[-0.02288796752691269],[0.24314406514167786]
[0.5],[0.6193937063217163]
[-0.09744676202535629],[0.21599751710891724]
[0.09854166209697723],[0.4148373603820801]
[0.6223253011703491],[0.19910311698913574]
[0.6935414671897888],[0.24314406514167786]
[0.7099999785423279],[0.710311770439148]
[0.7300000190734863],[0.710311770439148]
[0.06422291696071625],[0.19927483797073364]
[1.0],[0.6193937063217163]
[0.8399999737739563],[0.6193937063217163]
[0.18000000715255737],[0.7125584483146667]
[0.9900000095367432],[0.710311770439148]
[0.9783556461334229],[0.253811776638031]
[0.08859352022409439],[0.22600746154785156]
[-0.012215510942041874],[0.37562161684036255]
[0.5970480442047119],[0.4148373603820801]
[0.7099999785423279],[0.710311770439148]
[0.49000000953674316],[0.6193937063217163]
[-0.2236384153366089],[0.24078238010406494]
[0.016061246395111084],[0.07899376004934311]
[0.30000001192092896],[0.7125584483146667]
[0.9300000071525574],[0.6193937063217163]
[0.8102736473083496],[0.22600746154785156]
[1.0],[0.7125584483146667]
[0.7799999713897705],[0.710311770439148]
[0.6399999856948853],[0.6193937063217163]
[0.6004171967506409],[0.5814944505691528]
[-0.07872612029314041],[0.5807932019233704]
[0.42184287309646606],[0.2290370762348175]
[0.9900000095367432],[0.7125584483146667]
[0.2199999988079071],[0.6193937063217163]
[0.049751006066799164],[0.19827991724014282]
[0.3864511251449585],[0.19910311698913574]
[0.02717452310025692],[0.330666720867157]
[0.25999999046325684],[0.710311770439148]
[0.6242638230323792],[0.19927826523780823]
[0.8700000047683716],[0.7125584483146667]
[0.699999988079071],[0.7125584483146667]
[0.7591925859451294],[0.5599658489227295]
[0.9300000071525574],[0.7125584483146667]
[-0.14966794848442078],[0.5807932019233704]
[-0.07035236805677414],[0.23377618193626404]
[0.9900000095367432],[0.7125584483146667]
[0.38590773940086365],[0.19927826523780823]
[0.7405223846435547],[0.6193937063217163]
[0.4688616991043091],[0.5828931927680969]
[0.9486397504806519],[0.6538420915603638]
[0.5977233052253723],[0.4591331481933594]
[0.9900000095367432],[0.710311770439148]
[-0.23864349722862244],[0.3822733759880066]
[0.44999998807907104],[0.710311770439148]
[0.14499150216579437],[0.6193937063217163]
[0.2987109422683716],[0.19934093952178955]
[0.03405418246984482],[0.22174769639968872]
[0.8857095837593079],[0.5818983316421509]
[0.9379910230636597],[0.24314406514167786]
[0.30000001192092896],[0.7125584483146667]
[1.0],[0.710311770439148]
[0.7388387322425842],[0.6538420915603638]
[0.7900000214576721],[0.6193937063217163]
[1.0],[0.6193937063217163]
[0.7993883490562439],[0.5814944505691528]
[0.15000000596046448],[0.7125584483146667]
[0.7861523628234863],[0.2290370762348175]
[0.8399999737739563],[0.7125584483146667]
[0.8600000143051147],[0.710311770439148]
[1.0],[0.710311770439148]
[0.3100000023841858],[0.7125584483146667]
[0.41999998688697815],[0.7125584483146667]
[0.009868616238236427],[0.17851179838180542]
[0.12631434202194214],[0.19827991724014282]
[0.03703241050243378],[0.22174769639968872]
[0.7616031765937805],[0.4591331481933594]
[0.13355156779289246],[0.21599751710891724]
[0.7300000190734863],[0.7125584483146667]
[0.8116245269775391],[0.5814944505691528]
[0.4300000071525574],[0.6193937063217163]
[0.07485996931791306],[0.3822733759880066]
[0.27000001072883606],[0.710311770439148]
[0.8399999737739563],[0.6193937063217163]
[0.9222294092178345],[0.24314406514167786]
[0.23999999463558197],[0.6193937063217163]
[0.07164248079061508],[0.44603145122528076]
[0.38999998569488525],[0.6193937063217163]
[0.949999988079071],[0.7125584483146667]
[0.2800000011920929],[0.7125584483146667]
[1.0],[0.6193937063217163]
[0.7599999904632568],[0.6193937063217163]
[0.17748795449733734],[0.24078238010406494]
[0.20629648864269257],[0.19934093952178955]
[0.5299999713897705],[0.710311770439148]
[0.9504221677780151],[0.24314406514167786]
[0.9247510433197021],[0.23377618193626404]
[0.3499999940395355],[0.710311770439148]
[0.8799999952316284],[0.6193937063217163]
[0.8899999856948853],[0.6193937063217163]
[-0.03410647064447403],[-0.06324612349271774]
[0.011360499076545238],[0.34963589906692505]
[0.5946325659751892],[0.253811776638031]
[0.25],[0.710311770439148]
[0.73219895362854],[0.5599658489227295]
[0.9700000286102295],[0.7125584483146667]
[0.28999999165534973],[0.7125584483146667]
[-0.09456808120012283],[0.24078238010406494]
[0.499642550945282],[0.5828931927680969]
[0.9934249520301819],[0.5814944505691528]
[0.5141439437866211],[0.4591331481933594]
[0.8742803335189819],[0.24314406514167786]
[0.4399999976158142],[0.6193937063217163]
[0.3400000035762787],[0.710311770439148]
[1.0],[0.7125584483146667]
[0.3400000035762787],[0.6193937063217163]
[0.5981451272964478],[0.19934093952178955]
[0.9399999976158142],[0.710311770439148]
[0.4099999964237213],[0.7125584483146667]
[0.5099999904632568],[0.7125584483146667]
[0.9900000095367432],[0.6193937063217163]
[0.6299999952316284],[0.710311770439148]
[1.0],[0.6193937063217163]
[0.8600000143051147],[0.710311770439148]
[0.548123836517334],[0.34963589906692505]
[0.9900000095367432],[0.710311770439148]
[1.0],[0.4108004868030548]
[0.18000668287277222],[0.07899376004934311]
[0.7900000214576721],[0.7125584483146667]
[0.10616166889667511],[0.5356864929199219]
[0.8982059359550476],[0.5828317403793335]
[0.863458514213562],[0.5599658489227295]
[0.19713221490383148],[0.3822733759880066]
[0.7200000286102295],[0.710311770439148]
[0.5569230318069458],[0.19927483797073364]
[0.745116114616394],[0.5828931927680969]
[0.08711598813533783],[0.24136561155319214]
[0.1961597204208374],[0.24314406514167786]
[-0.07302072644233704],[-0.06324612349271774]
[0.24891257286071777],[0.44603145122528076]
[0.9111635088920593],[0.5814944505691528]
[0.8837285041809082],[0.253811776638031]
[-0.05891597643494606],[0.330666720867157]
[0.9900000095367432],[0.710311770439148]
[0.0792367234826088],[0.21599751710891724]
[0.10572131723165512],[0.330666720867157]
[0.5556836724281311],[0.6255704164505005]
[0.07619879394769669],[0.5818983316421509]
[0.4122869372367859],[0.5599658489227295]
[0.7900000214576721],[0.6193937063217163]
[1.0],[0.6193937063217163]
[0.17938527464866638],[0.19927483797073364]
[0.9300000071525574],[0.7125584483146667]
[0.792712926864624],[0.6255704164505005]
[-0.059888601303100586],[0.19927483797073364]
[0.6189917325973511],[0.253811776638031]
[0.6499999761581421],[0.6193937063217163]
[0.456097275018692],[0.5828931927680969]
[0.9700000286102295],[0.7125584483146667]
[1.0],[0.7125584483146667]
[0.36000001430511475],[0.7125584483146667]
[1.0],[0.6193937063217163]
[0.19527816772460938],[0.19927826523780823]
[0.5594708323478699],[0.37562161684036255]
[0.9800000190734863],[0.710311770439148]
[0.8600000143051147],[0.7125584483146667]
[0.5296217799186707],[0.5828317403793335]
[0.35080379247665405],[0.4148373603820801]
[0.5004419088363647],[0.5828317403793335]
[0.3799999952316284],[0.6193937063217163]
[0.9900000095367432],[0.7125584483146667]
[-0.007986268028616905],[0.330666720867157]
[1.0],[0.7125584483146667]
[1.0],[0.6193937063217163]
[0.5099999904632568],[0.6193937063217163]
[0.04605741798877716],[0.20496749877929688]
[0.6399999856948853],[0.6193937063217163]
[0.24963529407978058],[0.19827991724014282]
[0.800000011920929],[0.710311770439148]
[0.8799999952316284],[0.6193937063217163]
[0.3799999952316284],[0.710311770439148]
[0.47999998927116394],[0.7125584483146667]
[0.23484571278095245],[0.4148373603820801]
[-0.06745951622724533],[0.24078238010406494]
[0.46000000834465027],[0.7125584483146667]
[0.1315964013338089],[0.24136561155319214]
[0.5299999713897705],[0.7125584483146667]
[0.5699999928474426],[0.6193937063217163]
[0.6100000143051147],[0.7125584483146667]
[0.21154244244098663],[0.3822733759880066]
[0.6004490852355957],[0.3822733759880066]
[0.6224172711372375],[0.5599658489227295]
[-0.13111791014671326],[0.1988506317138672]
[0.1926639974117279],[0.6193937063217163]
[0.022898415103554726],[0.24136561155319214]
[0.4099999964237213],[0.710311770439148]
[0.9200000166893005],[0.6193937063217163]
[1.0],[0.6193937063217163]
[0.236285999417305],[0.4148373603820801]
[0.7412546873092651],[0.6255704164505005]
[0.7200000286102295],[0.7125584483146667]
[0.5099999904632568],[0.6193937063217163]
[0.30000001192092896],[0.7125584483146667]
[0.9467702507972717],[0.5828317403793335]
[0.319612592458725],[0.5818983316421509]
[0.08691319823265076],[0.4108004868030548]
[0.1344805508852005],[0.19934093952178955]
[0.5799999833106995],[0.7125584483146667]
[0.20977215468883514],[0.2290370762348175]
[0.8305169939994812],[0.5814944505691528]
[1.0],[0.6193937063217163]
[0.5199999809265137],[0.710311770439148]
[0.5299999713897705],[0.7125584483146667]
[0.20999999344348907],[0.710311770439148]
[-0.10746535658836365],[0.5807932019233704]
[0.41999998688697815],[0.7125584483146667]
[0.15452702343463898],[0.253811776638031]
[0.8780813217163086],[0.4591331481933594]
[0.8799999952316284],[0.710311770439148]
[0.08068203926086426],[0.19927826523780823]
[0.6399999856948853],[0.710311770439148]
[0.4899995028972626],[0.5857352614402771]
[0.09188995510339737],[0.19927483797073364]
[-0.10673042386770248],[0.19910311698913574]
[0.8500000238418579],[0.710311770439148]
[0.7799999713897705],[0.710311770439148]
[-0.04887577146291733],[0.23377618193626404]
[0.001967963995411992],[0.19934093952178955]
[0.11112183332443237],[0.22174769639968872]
[0.4140714406967163],[0.24078238010406494]
[-0.04229915142059326],[0.22600746154785156]
[0.06771243363618851],[0.19934093952178955]
[0.7699999809265137],[0.6193937063217163]
[0.9900000095367432],[0.710311770439148]
[0.018814275041222572],[0.1990673840045929]
[0.06339699029922485],[0.44603145122528076]
[0.2199999988079071],[0.710311770439148]
[0.029999999329447746],[0.710311770439148]
[0.5400000214576721],[0.7125584483146667]
[0.01790722645819187],[0.19927826523780823]
[0.23999999463558197],[0.710311770439148]
[0.7799999713897705],[0.710311770439148]
[0.3155125677585602],[0.19927483797073364]
[0.20999999344348907],[0.7125584483146667]
[0.6180170774459839],[0.5807932019233704]
[0.40211305022239685],[0.5818983316421509]
[0.3400000035762787],[0.710311770439148]
[0.30000001192092896],[0.6193937063217163]
[-0.09838937222957611],[0.23377618193626404]
[0.8100000023841858],[0.7125584483146667]
[0.5600000023841858],[0.710311770439148]
[0.28999999165534973],[0.710311770439148]
[-0.06335319578647614],[0.24078238010406494]
[1.0],[0.710311770439148]
[0.5177922248840332],[0.3822733759880066]
[0.9286748766899109],[0.23377618193626404]
[0.3100000023841858],[0.710311770439148]
[0.565330445766449],[0.253811776638031]
[0.25999999046325684],[0.710311770439148]
[0.5069202780723572],[0.5599658489227295]
[0.38999998569488525],[0.710311770439148]
[1.0],[0.6193937063217163]
[0.017794055864214897],[0.19934093952178955]
[0.6000000238418579],[0.6193937063217163]
[0.9989768862724304],[0.6538420915603638]
[0.9399999976158142],[0.710311770439148]
[0.2206774204969406],[0.5857352614402771]
[1.0],[0.6193937063217163]
[0.9300000071525574],[0.710311770439148]
[0.057069506496191025],[0.4148373603820801]
[0.23999999463558197],[0.710311770439148]
[0.000219932000618428],[0.3822733759880066]
[0.11183153837919235],[0.19910311698913574]
[0.3499999940395355],[0.6193937063217163]
[0.7599999904632568],[0.710311770439148]
[0.5],[0.6193937063217163]
[0.4000000059604645],[0.710311770439148]
[-0.04845891520380974],[0.330666720867157]
[0.12999999523162842],[0.710311770439148]
[-0.07895307242870331],[0.21599751710891724]
[0.46000000834465027],[0.7125584483146667]
[1.0],[0.710311770439148]
[0.5799999833106995],[0.6193937063217163]
[-0.10866519063711166],[0.5807932019233704]
[0.27000001072883606],[0.710311770439148]
[0.0007059189956635237],[0.1653553545475006]
[-0.09515539556741714],[0.21599751710891724]
[0.3316633999347687],[0.4148373603820801]
[0.23792433738708496],[0.19927483797073364]
[0.5820603370666504],[0.22174769639968872]
[0.5512320399284363],[0.5599658489227295]
[0.28999999165534973],[0.710311770439148]
[0.12444509565830231],[0.19934093952178955]
[1.0],[0.710311770439148]
[0.6637269258499146],[0.5599658489227295]
[-0.05446569249033928],[0.330666720867157]
[0.6399999856948853],[0.7125584483146667]
[0.04643559083342552],[0.44603145122528076]
[0.0026209689676761627],[0.17851179838180542]
[1.0],[0.6193937063217163]
[0.3199999928474426],[0.6193937063217163]
[0.9300000071525574],[0.710311770439148]
[0.9851261377334595],[0.6255704164505005]
[0.9336195588111877],[0.24314406514167786]
[1.0],[0.5599658489227295]
[0.9300000071525574],[0.710311770439148]
[0.8485486507415771],[0.5814944505691528]
[0.011912117712199688],[0.1988506317138672]
[0.8600000143051147],[0.6193937063217163]
[0.949999988079071],[0.7125584483146667]
[-0.058556847274303436],[0.17851179838180542]
[0.07162699103355408],[0.34963589906692505]
[0.0995984748005867],[0.21599751710891724]
[0.27861127257347107],[0.24314406514167786]
[0.5199999809265137],[0.7125584483146667]
[0.77996426820755],[0.19827991724014282]
[0.7719846963882446],[0.4591331481933594]
[0.43313413858413696],[0.5356864929199219]
[0.6525949239730835],[0.19934093952178955]
[0.49088943004608154],[0.4591331481933594]
[0.9900000095367432],[0.710311770439148]
[0.4000000059604645],[0.710311770439148]
[0.37066689133644104],[0.19927483797073364]
[0.6563104391098022],[0.19927483797073364]
[-0.09752702713012695],[-0.06324612349271774]
[0.2739245295524597],[0.20496749877929688]
[0.9200000166893005],[0.7125584483146667]
[0.37714532017707825],[0.5807932019233704]
[-0.06882262974977493],[0.5807932019233704]
[-0.1328996866941452],[0.24314406514167786]
[0.9149578809738159],[0.4591331481933594]
[-0.04240937530994415],[0.17851179838180542]
[0.1599999964237213],[0.7125584483146667]
[1.0],[0.6193937063217163]
[0.9800000190734863],[0.7125584483146667]
[1.0],[0.710311770439148]
[0.6200000047683716],[0.6193937063217163]
[0.10741012543439865],[0.20496749877929688]
[0.7599999904632568],[0.7125584483146667]
[0.5464627146720886],[0.5814944505691528]
[0.49000000953674316],[0.7125584483146667]
[0.1315404325723648],[0.22174769639968872]
[0.18000000715255737],[0.6193937063217163]
[0.49661239981651306],[0.4591331481933594]
[0.6499999761581421],[0.710311770439148]
[0.02098792791366577],[0.19927483797073364]
[1.0],[0.6193937063217163]
[0.3914637565612793],[0.24314406514167786]
[0.12730658054351807],[0.5828931927680969]
[0.6399999856948853],[0.710311770439148]
[0.532687783241272],[0.4591331481933594]
[0.10011034458875656],[0.5356864929199219]
